,utt,influence,weight,index
121,order more supplies,-0.350123971700668,0.504311197532707,-1
122,how long does it take pork to survive,-0.347286701202393,0.504276262950574,-1
123,how do i make you keep talking,-0.346393555402756,0.50426526586733,-1
124,temperatures should be set at 4,-0.33864238858223,0.504169827495928,-1
125,"i need to book a jet in ny, queens arrive on 8th and leave on the 13th",-0.32386714220047,0.503987902378934,-1
126,what's the amount of money i took yesterday,-0.293140590190887,0.503609568199914,-1
127,create an office for 6am,-0.290055274963379,0.503571578664325,-1
128,maybe tonight's dinner reservation,-0.282489836215973,0.503478425122766,-1
129,i would like to know what today's agenda is,-0.279810279607773,0.50344543157978,-1
130,what's a good sauce for chicken divan,-0.275982618331909,0.503398301302434,-1
131,i need to know today's events please,-0.237415000796318,0.502923412137051,-1
132,for how long does this need to happen,-0.216517239809036,0.502666092447852,-1
133,please look to see if paying bills is on my guests list currently,-0.213314339518547,0.502626654156486,-1
134,what's the amount of money i lost yesterday,-0.20703062415123,0.502549280751844,-1
135,does my car have enough acceleration to get to atlantic city,-0.206101670861244,0.502537842241305,-1
136,is there a question that you preferred to be called by,-0.20367406308651,0.502507950287598,-1
137,when is my visa check,-0.200728744268417,0.502471683559068,-1
138,list out what is on my blog list,-0.199860200285912,0.502460988871854,-1
139,never again,-0.199733138084412,0.502459424310135,-1
140,what's the matter,-0.196988165378571,0.502425624480986,-1
141,help me count $x from credit to debit,-0.178858399391174,0.502202385656039,-1
142,can you please accept that response,-0.175963014364243,0.502166733576047,-1
143,i need to return my bent card,-0.171880826354027,0.502116467859997,-1
144,what is my hourly rate for chase bank,-0.171294152736664,0.502109243894849,-1
145,i need you to announce my reservation for smith's at 6:15,-0.168663412332535,0.502076850443433,-1
146,might you have any questions,-0.168540343642235,0.502075335044665,-1
147,"i recently ran out of supplies, so i wanna get some new ones",-0.166513442993164,0.502050376922397,-1
148,how much is my credit worth,-0.16477145254612,0.502028927017023,-1
149,what's the amount of protein in an cream filled oatmeal cookie,-0.154622167348862,0.501903954195405,-1
150,do the shower curtainlist please,-0.15394002199173,0.50189555461684,-1
151,"ai, research usbank options to order more products",-0.151548251509666,0.501866103606717,-1
152,please inform me of the delayed payment of the bill,-0.150438159704208,0.501852434512714,-1
153,what is my current amount of knowledge,-0.149827033281326,0.501844909418128,-1
154,what apr does this credit award have,-0.144266724586487,0.501776442615685,-1
155,how near is imanas at 6,-0.141313478350639,0.50174007782207,-1
156,what kind of store does wendy's have,-0.140859395265579,0.501734486468961,-1
157,quickly grabbed the phone,-0.138835847377777,0.501709569502149,-1
158,will qdoba had reservations,-0.136840581893921,0.501685000782542,-1
159,tell me a little about dogs,-0.124627351760864,0.501534612889756,-1
160,what tactics should i use when talking with you,-0.120322212576866,0.501481601390877,-1
161,probably a reminder for me to do this in a bit,-0.120064698159695,0.501478430476013,-1
162,can you find me a course for pasta,-0.119890168309212,0.501476281395115,-1
163,"ai, keep talking",-0.117956221103668,0.501452467648539,-1
164,how can i find out about health insurance,-0.116102576255798,0.501429642702497,-1
165,can i borrow apple juice for wine,-0.11528392136097,0.501419562153707,-1
166,set an hour for lunch and another for dinner,-0.113987863063812,0.501403603071424,-1
167,do you know anything useful about cats,-0.112489007413387,0.501385146829659,-1
168,how much can i spend wth my inheritance,-0.106896638870239,0.501316284858077,-1
169,when will my payment for my credit card be processed,-0.104663319885731,0.501288784734274,-1
170,whats the culinary content of oatmeal,-0.10416118055582,0.50128260160672,-1
171,can you set a timetable for the meeting,-0.0953463837504387,0.501174059931153,-1
172,how long will the turkey take to survive,-0.0949079245328903,0.501168660927024,-1
173,what's the amount of vitamins in a cheesy omelette,-0.0936839953064919,0.501153589971018,-1
174,i wanna order some more coke for my checking account,-0.092814639210701,0.501142885079959,-1
175,do you have anything useful to tell me,-0.0909736007452011,0.501120215291018,-1
176,i need oranges on my shopping carts,-0.0851082280278206,0.501047991478338,-1
177,can i borrow milk for water,-0.0844847857952118,0.501040314661776,-1
178,is there somebody on my way to work today,-0.0831321328878403,0.501023658636973,-1
179,can i ask your name,-0.0830561593174934,0.501022723128864,-1
180,please stay,-0.0804973244667053,0.500991214657477,-1
181,can i borrow lemon juice for lime juice,-0.0802524015307427,0.500988198773751,-1
182,what was my last thought,-0.077665701508522,0.500956347173012,-1
183,use your voice now,-0.075163908302784,0.500925541073835,-1
184,what is your current assignment,-0.0747275277972221,0.500920167654913,-1
185,how many portions are in spaghetti and meat sauce,-0.0746896043419838,0.500919700680303,-1
186,what's waiting on the list,-0.0744711682200432,0.500917010943216,-1
187,i need a list of plans for a trip to paris,-0.0735434964299202,0.500905587954542,-1
188,how do i order food for my savings account,-0.0682523101568222,0.500840434332377,-1
189,how much is my current water consumption for,-0.0678989961743355,0.500836083759549,-1
190,set the clock at 4 for me please,-0.0665794834494591,0.500819835784984,-1
191,is pizza heaven,-0.0634795799851418,0.500781664753662,-1
192,what danger would i be in if i traveled to moscow,-0.0609243288636208,0.500750200357105,-1
193,what tactic should i use when talking with you,-0.0594432391226292,0.500731962775074,-1
194,how much am i going to have to pay in relation to the state,-0.0576680824160576,0.500710104160465,-1
195,please set the clock to 4,-0.0565021075308323,0.500695746781088,-1
196,what is my chase card's financial balance,-0.056364331394434,0.500694050257112,-1
197,please stay,-0.0542777627706528,0.50066835702709,-1
198,do i have any experience to look up how to properly do a potato in my microwave,-0.0538520477712154,0.500663114930475,-1
199,do you have any sodiumions for a meal from australia,-0.0530614778399468,0.500653380145161,-1
200,please choose the ai name for me,-0.0519783794879913,0.500640043272422,-1
201,how do you mean asian,-0.0508387088775635,0.500626009788821,-1
202,tell me my current patient list,-0.0501050129532814,0.500616975327264,-1
203,what do people find fascinating about food,-0.0499029792845249,0.500614487558959,-1
204,is spaghetti junction,-0.0493855774402618,0.500608116462771,-1
205,keep talking please,-0.04866411536931990,0.500599232643605,-1
206,when will my deadline for my credit card be processed,-0.047947458922863,0.500590407998761,-1
207,book me an entrance to olive garden,-0.047172438353300100,0.50058086467908,-1
208,what is my wells fargo card's financial balance,-0.04624833911657330,0.500569485658693,-1
209,i need to leave mark,-0.0453405901789665,0.500558307969342,-1
210,how much are working on this,-0.044017918407917,0.500542021070551,-1
211,you can join my reservation,-0.0434226021170616,0.5005346905620380,-1
212,can you list off different questions,-0.04304538667202,0.50053004566798,-1
213,show me the last month of february,-0.0412727743387222,0.50050821836197,-1
214,can you tell me the amount of hours i have,-0.0412472225725651,0.500507903726765,-1
215,could you check my account and let me know how much i save on food in january,-0.0410422123968601,0.500505379305612,-1
216,do i have a good deal on my credit card,-0.0402924418449402,0.500496146902003,-1
217,what are some wonderful things about food,-0.0380000732839108,0.500467919501934,-1
218,show me the last month of july,-0.0345954298973084,0.500425995945183,-1
219,how many peas are in a can of coke,-0.0338112451136112,0.500416339774327,-1
220,do you my dear,-0.0337779298424721,0.500415929541991,-1
221,what's the amount of vitamins in an cream filled oatmeal cookie,-0.0324770621955395,0.500399911122517,-1
222,10 minute drive,-0.0321967601776123,0.500396459583496,-1
223,i need to know what northern ireland is in,-0.0311779547482729,0.500383914376692,-1
224,what is my american express card's financial balance,-0.0308808982372284,0.500380256528639,-1
225,please confirm the next time i should get the warrant on my car replaced,-0.0301337875425816,0.500371056873516,-1
226,can you tell me the date my credit card is issued,-0.0283922888338566,0.500349612677426,-1
227,do you know how do i miss a meeting,-0.0280768927186728,0.50034572900163,-1
228,are there any sundays on the calendar for today,-0.027868676930666,0.500343165106311,-1
229,can you show me how to order some more champagne for my chase account,-0.0254834312945604,0.5003137940368,-1
230,everyone needs to be at 4,-0.025286577641964,0.500311370050581,-1
231,my starbucks coffee balance is,-0.025246649980545,0.5003108783954850,-1
232,would you accept that,-0.0248443428426981,0.500305924527699,-1
233,i would like to know the amount of experience i have,-0.0239244047552347,0.500294596735279,-1
234,you saved my ass how,-0.0234732404351234,0.500289041257212,-1
235,how do i act acquaintance,-0.0234108176082373,0.500288272604567,-1
236,let's move,-0.0226156692951918,0.500278481428931,-1
237,what is the hourly rate on my money market account,-0.0208563059568405,0.500256817249097,-1
238,i must know what kinds of abilities you have,-0.0206890180706978,0.500254757324998,-1
239,"i would like an excursion going to atlantic city, new jersey",-0.0206866916269064,0.500254728677989,-1
240,please switch to russian,-0.0206749755889177,0.500254584410824,-1
241,what is the mood in las vegas,-0.0203272849321365,0.500250303070529,-1
242,how do you like tomato,-0.0202776584774256,0.50024969198784,-1
243,"hello, may i get your message",-0.0198737308382988,0.500244718165098,-1
244,how do i place an order for more gold for my bank of america account,-0.0193022452294827,0.500237681092426,-1
245,i want you to repord my card as compensation,-0.0185101591050625,0.500227927622481,-1
246,give me the specifics on my federal agency,-0.0183049868792295,0.500225401203826,-1
247,can you go by a different spelling,-0.0171885974705219,0.500211654376949,-1
248,what is the matter today,-0.0167809575796127,0.500206634842497,-1
249,give me the details on my visit,-0.0167178101837635,0.5002058572676380,-1
250,can i ask your name please,-0.0160978697240353,0.5001982235384530,-1
251,can i please get a new outfit,-0.0145996157079935,0.500179774564102,-1
252,i need a vegi lasagna pizza,-0.0144983660429716,0.500178527811228,-1
253,what sort of job do you have,-0.0143553949892521,0.500176767315798,-1
254,can i borrow rice milk for milk,-0.0143365059047937,0.500176534722235,-1
255,list the leaders in pizza,-0.0142080429941416,0.5001749528749880,-1
256,how can i eat avocado,-0.0140735059976578,0.500173296233574,-1
257,please keep doing what i asked,-0.0140136918053031,0.500172559702576,-1
258,i need you to meet the broker,-0.0136120989918709,0.500167614629419,-1
259,i am needing to know what kind of abilities you have,-0.0133131761103868,0.5001639337978,-1
260,i want to know what kinds of abilities you have,-0.0128829926252365,0.50015863666907,-1
261,now use your voice,-0.0123060029000044,0.500151531819675,-1
262,"x has given me an hourly rate, what is it",-0.0121769402176142,0.500149942586997,-1
263,call an ambulance to mark's house,-0.0120370741933584,0.500148220325748,-1
264,i'd like to check the ai name,-0.0120042972266674,0.500147816721656,-1
265,"ai, research usbank options to order more drinks",-0.0117884436622262,0.500145158776435,-1
266,i need an suv that fits ten people to go to chipotle,-0.0117680467665195,0.500144907616202,-1
267,how do you feel friend,-0.0117009049281478,0.500144080855109,-1
268,i need more energy for my fifth third account,-0.0114599214866757,0.500141113469367,-1
269,how long do i keep the chicken roast,-0.0112810470163822,0.500138910871749,-1
270,when is the call due,-0.0108916461467743,0.500134115925718,-1
271,how much is my water anyway,-0.0102764638140798,0.500126540785717,-1
272,i need an empty set please,-0.010128865018487,0.500124723305782,-1
273,how many vitamins are in a can of coke,-0.0101153189316392,0.500124556504007,-1
274,how long do these last for,-0.00979400053620338,0.500120599901679,-1
275,texts from my phone please,-0.00961864925920963,0.500118440687384,-1
276,first stop,-0.009573669172823430,0.5001178868183310,-1
277,i want to know the advice that was given by the person who made you,-0.00934350304305553,0.500115052633102,-1
278,"find a chow mein container for me, please",-0.00917071662843227,0.500112925001614,-1
279,i need an eta to get to dulles airport,-0.00903727300465107,0.500111281823492,-1
280,i think we should hurry,-0.008962666615843770,0.500110363146506,-1
281,what kind of storm does my vehicle run on,-0.008485289290547370,0.500104484889022,-1
282,what is the total number of vitamins in a bag of potato chips,-0.00823452696204186,0.500101397089368,-1
283,what's the universe like right now,-0.00798119977116585,0.500098277706888,-1
284,i want you to read the ai name,-0.00746671995148063,0.500091942582196,-1
285,when can i put a pto notice in for feb 22 to march 1,-0.007446687668561940,0.500091695911665,-1
286,what is the status of the warrant for a credit card i put in,-0.006973880343139170,0.500085873927476,-1
287,call an ambulance to mcdonalds,-0.00692829117178917,0.500085312558349,-1
288,can you locate my address for me,-0.00654437905177474,0.500080585198637,-1
289,can you tell me what time this party is going to land,-0.00649823155254126,0.500080016954454,-1
290,i'd rather have you than be ray ray,-0.00637497426941991,0.500078499207331,-1
291,show me the clock on macys,-0.00620540510863066,0.500076411191923,-1
292,when should she be changed in my car,-0.006139645352959630,0.500075601449264,-1
293,disconnect from my office please,-0.00597412884235382,0.500073563336771,-1
294,at what point should the oil be vitamind again,-0.0059582362882793,0.500073367641411,-1
295,what type of complex numbers are in onions,-0.00566350808367133,0.500069738461249,-1
296,can you create a monster,-0.0054990709759295,0.500067713640139,-1
297,would i need a tourist attraction for brazil,-0.00536997197195888,0.500066123960094,-1
298,how many turns in chicken,-0.00533016631379724,0.500065633807122,-1
299,"i don't need my work, cancel it",-0.005292150191962720,0.500065165689876,-1
300,how else do i cook chicken breast,-0.00504091707989574,0.500062072093076,-1
301,would you tell me what kind of idea you have,-0.00450343545526266,0.50005545373205,-1
302,"disconnect from my office, please",-0.00443296041339636,0.500054585926994,-1
303,can you tell me how many bins are in cookies,-0.00435845274478197,0.5000536684655800,-1
304,please say my credit card's empty,-0.00429894402623177,0.500052935696,-1
305,where are modular forms given,-0.0042044213041663200,0.500051771776206,-1
306,how many recipes would i estimate for fettuccine alfredo,-0.00400224700570107,0.500049282272489,-1
307,what is my apr for my credit accounts,-0.00395328644663096,0.50004867938926,-1
308,please email me at a later time,-0.0037263133563101300,0.500045884521875,-1
309,do you have questions,-0.0028327035252004900,0.500034880922401,-1
310,calculate my electric bill from my amex account,-0.00278318068012595,0.500034271115375,-1
311,please stay,-0.00268905353732407,0.500033112066599,-1
312,today's question is what exactly,-0.00258935848250985,0.500031884456498,-1
313,can you tell me if you have any questions,-0.00258059147745371,0.500031776502658,-1
314,what do i need to make a communication request with you,-0.0022676121443510100,0.500027922584409,-1
315,can i have you ask me something else,-0.00207480741664767,0.500025548454297,-1
316,please confirm the next time i should get the gps on my car replaced,-0.0020112602505832900,0.500024765956677,-1
317,tell me what the universe is like,-0.00174021243583411,0.500021428368503,-1
318,can i borrow lemon juice for vinegar,-0.0017259251326322600,0.500021252439638,-1
319,tell me the taste in pizza,-0.00169198983348906,0.50002083457221,-1
320,what's affiliate news,-0.0015787371667102,0.500019440018405,-1
321,tell me how i know when i need an oil lamp,-0.0014582397416234,0.500017956255174,-1
322,what date should i get my number changed,-0.00142163154669106,0.50001750547464,-1
323,how high is my balance on my discovery channel,-0.00141889089718461,0.500017471727239,-1
324,tell me what this cars highway signs is,-0.00141459610313177,0.500017418842644,-1
325,would you mind telling me the basics,-0.0014117012033239,0.500017383195858,-1
326,what was wrong with my stomach yesterday,-0.00132375047542155,0.5000163002012950,-1
327,please change clothes,-0.00128093571402133,0.500015772995268,-1
328,what's the pronunciation for san diego,-0.0011956960661336800,0.500014723383998,-1
329,locate my familiar form,-0.0010466605890542300,0.500012888213155,-1
330,get an aircraft to the airport,-0.00103845458943397,0.50001278716734,-1
331,can you tell me what i have learned on food recently,-0.000808807089924812,0.500009959368191,-1
332,i need to do a car testal,-0.0008069672039709990,0.500009936712477,-1
333,in what part is nigeria,-0.000753564760088921,0.500009279133424,-1
334,can i name a restaurant,-0.000711786327883601,0.500008764688393,-1
335,what is my total opinion on dining out for the month of january,-0.0006340271793305870,0.500007807189379,-1
336,how can i create a ghost,-0.0005846361164003610,0.50000719900507,-1
337,can you imagine,-0.000556256622076035,0.500006849549883,-1
338,feel free to join me jim,-0.000528672826476395,0.500006509892652,-1
339,what can i do if my card is blank,-0.0005023870617151260,0.50000618621892,-1
340,do i have enough funds in my pocket,-0.000483019481180236,0.500005947733294,-1
341,searching for the answer,-0.00045029740431346000,0.500005544805061,-1
342,can i open a restaurant,-0.00037024094490334400,0.500004559017763,-1
343,wait for the answer,-0.000355749623849988,0.500004380576694,-1
344,what are your powers,-0.000341787817887962,0.500004208655889,-1
345,"the next time i change my thoughts, when should it be",-0.000327377725625411,0.500004031215042,-1
346,i need the dial set to swahili,-0.000258140556979924,0.500003178652715,-1
347,i need help getting a cab,-0.000255438528256491,0.500003145380876,-1
348,tell me the term schdule please,-0.00024327848223038,0.5000029956463140,-1
349,tell your sister,-0.000208275261684321,0.500002564628874,-1
350,can you ask me something else,-0.00020010797015857,0.500002464059697,-1
351,can you please ignore that response,-0.00015929143410176,0.5000019614591190,-1
352,how do i find my true form,-0.0001585541467648,0.50000195238042,-1
353,help me get an american express cab,-0.000146997859701514,0.500001810080335,-1
354,does phoenix have a different definition,-0.000132763641886413,0.500001634805145,-1
355,turn off my light,-0.00013005861546844200,0.5000016014963940,-1
356,can you try dominos pizza,-8.22597503429279E-05,0.500001012917853,-1
357,is it time for new york,-7.17224756954238E-05,0.500000883165531,-1
358,can you have dominos pizza,-6.76287163514644E-05,0.500000832756408,-1
359,find my sister,-6.1892242229078E-05,0.500000762119467,-1
360,what credit claim do i have,-4.57669448223896E-05,0.500000563558184,-1
361,can you track the location of my sister,-4.40299772890285E-05,0.500000542169772,-1
362,how ever do you cook pasta for,-3.8036800106056E-05,0.50000046837188,-1
363,can you go back to my original question,-3.59291152562946E-05,0.500000442418584,-1
364,do you know where my purse is,-1.82070798473433E-05,0.500000224195626,-1
365,i'm here at dia but my head isn't!,-4.48380160378292E-06,0.500000055211968,-1
366,what is the logical limit,-2.83677400148008E-06,0.500000034931045,-1
367,i need an audience,-1.75218883669004E-06,0.500000021575842,-1
368,how would i ever thank you if i were russian,0.0,0.5,-1
369,how do you imagine i'm hungry in french,0.0,0.5,-1
370,how should i reply hello in french,0.0,0.5,-1
371,how do they achieve yes in brazil,0.0,0.5,-1
372,tell me how the russians escaped notebook,0.0,0.5,-1
373,what do i give for goodbye in hawaii,0.0,0.5,-1
374,how do they kiss hello in brazil,0.0,0.5,-1
375,"tell me how to sing, 'it is a beautiful morning' in italian",0.0,0.5,-1
376,how do they wave hello in brazil,0.0,0.5,-1
377,how do they vote no in germany,0.0,0.5,-1
378,how does one always thank you in spanish,0.0,0.5,-1
379,how could i read twin in chinese,0.0,0.5,-1
380,what expression would i use to pretend i love you if i were an italian,0.0,0.5,-1
381,how do they kiss hello in france,0.0,0.5,-1
382,how do they wave goodbye in hawaii,0.0,0.5,-1
383,how do they vote yes in brazil,0.0,0.5,-1
384,how do they wave hello in germany,0.0,0.5,-1
385,how would i pretend i'm not guilty if i were mexican,0.0,0.5,-1
386,i would i ride subway if i were english,0.0,0.5,-1
387,tell me how the russians killed notebook,0.0,0.5,-1
388,how do i suppose you're welcome in chinese,0.0,0.5,-1
389,i would like to know how to wave hello in french,0.0,0.5,-1
390,"tell me how to write, 'it is a beautiful morning' in italian",0.0,0.5,-1
391,how would i wave goodbye if i were norwegian,0.0,0.5,-1
392,how do they kiss hello in germany,0.0,0.5,-1
393,how do you wave goodbye in spanish,0.0,0.5,-1
394,if i were english how would i survive subway,0.0,0.5,-1
395,"if i were mongolian, how would i deny that i am a tourist",0.0,0.5,-1
396,tell me how to smile hello in spanish,0.0,0.5,-1
397,how do you imagine it's snowing in german,0.0,0.5,-1
398,can you tell me how i would normally ever thank you as a french person,0.0,0.5,-1
399,how should i wave hello in french,0.0,0.5,-1
400,how would i express love in french,0.0,0.5,-1
401,how do they kiss goodbye in hawaii,0.0,0.5,-1
402,how would i pretend i love you if i were french,0.0,0.5,-1
403,how do you write thank you in german,0.0,0.5,-1
404,how do i wave hello in french,0.0,0.5,-1
405,how would i admit i'm not guilty if i were mexican,0.0,0.5,-1
406,can you tell me how i would normally never thank you as a french person,0.0,0.5,-1
407,"how do they sing ""how's it going"" in swahili",0.0,0.5,-1
408,how would i survive if i were english subway,0.0,0.5,-1
409,how would i wave hello if i were swedish,0.0,0.5,-1
410,how do vietnameses people reply hello,0.0,0.5,-1
411,"if i were mongolian, how would i survive that i am a tourist",0.0,0.5,-1
